STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,RIOTS,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,TOTAL IPC CRIMES
RAJASTHAN,TOTAL,2003,1262,1977,1050,2238,36,655,16456,4052,7225,58,784,26173,389,33,5733,1,145579
SIKKIM,EAST,2003,7,4,5,0,0,3,41,5,10,2,1,31,0,0,1,0,280
SIKKIM,NORTH,2003,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,14
SIKKIM,SOUTH,2003,3,1,1,0,1,0,19,1,1,0,1,12,0,0,0,0,91
SIKKIM,WEST,2003,3,2,2,0,1,0,3,4,1,1,0,13,0,0,0,0,58
SIKKIM,TOTAL,2003,14,7,10,0,2,3,65,10,12,3,2,56,0,0,1,0,443
TAMIL NADU,CHENGAI,2003,84,75,17,39,4,25,1170,82,94,2,17,999,15,62,78,0,11079
TAMIL NADU,CHENNAI,2003,71,279,38,34,6,74,3779,43,627,8,1,749,18,212,159,0,8580
TAMIL NADU,CHENNAI RLY.,2003,0,1,0,0,2,15,199,3,2,0,0,32,0,2,0,0,574
TAMIL NADU,COIMBATORE RURAL,2003,72,61,16,19,6,35,1146,321,71,3,20,1027,17,29,97,0,9257
TAMIL NADU,COIMBATORE URBAN,2003,22,17,4,6,3,29,993,106,69,3,1,115,1,6,24,0,3187
TAMIL NADU,CUDDALORE,2003,62,87,19,21,5,19,494,113,14,1,59,581,10,18,35,0,6098
TAMIL NADU,DHARMAPURI,2003,90,58,23,41,7,19,332,374,38,1,54,1205,16,11,36,0,6099
TAMIL NADU,DINDIGUL,2003,62,35,18,23,4,22,467,51,47,1,32,497,3,2,30,0,5020
TAMIL NADU,ERODE,2003,53,18,11,46,2,23,676,40,36,4,26,2210,2,10,50,0,6052
TAMIL NADU,KANCHIPURAM,2003,48,62,31,16,3,3,471,75,31,0,4,447,11,60,23,0,5087
TAMIL NADU,KANYAKUMARI,2003,38,36,11,9,4,7,232,6,46,4,42,479,4,33,50,0,3502
TAMIL NADU,KARUR,2003,26,14,3,13,3,3,296,15,11,0,10,800,2,4,24,0,2414
TAMIL NADU,MADURAI RURAL,2003,48,73,22,31,6,50,383,173,61,1,21,1868,13,8,63,0,4110
TAMIL NADU,MADURAI URBAN,2003,27,39,7,24,5,12,468,64,115,2,6,224,10,49,35,0,3253
TAMIL NADU,NAGAPATTINAM,2003,41,57,5,24,2,5,259,40,16,0,27,1300,8,4,25,0,3636
TAMIL NADU,NAMAKKAL,2003,31,24,7,22,1,8,257,67,18,0,14,1146,6,20,41,0,3558
TAMIL NADU,NILGIRIS,2003,18,17,9,3,0,3,144,26,10,1,0,280,0,4,0,0,1599
TAMIL NADU,PERAMBALUR,2003,31,56,13,36,0,1,204,57,15,2,17,740,3,10,42,0,2438
TAMIL NADU,PUDUKOTTAI,2003,32,21,8,21,1,7,185,162,15,3,23,282,2,5,28,0,3262
TAMIL NADU,RAMNATHAPURAM,2003,26,23,10,15,0,5,217,158,20,0,25,511,3,6,45,0,2959
TAMIL NADU,SALEM RURAL,2003,78,123,35,69,9,14,357,306,52,2,36,2813,10,9,151,0,6310
TAMIL NADU,SALEM URBAN,2003,15,18,11,9,3,2,337,14,25,1,2,149,3,13,13,0,2070
TAMIL NADU,SIVAGANGAI,2003,24,33,4,25,0,3,231,41,31,1,14,337,4,7,34,0,2721
TAMIL NADU,THANJAVUR,2003,60,78,14,53,2,8,452,99,18,1,21,688,1,14,33,0,3985
TAMIL NADU,THENI,2003,35,47,6,7,2,14,246,104,51,0,19,586,4,7,25,0,3054
TAMIL NADU,THIRUNELVELI RURAL,2003,54,76,43,30,0,10,439,2,34,3,65,1445,11,28,41,0,6367
TAMIL NADU,THIRUNELVELI URBAN,2003,12,38,4,10,1,9,124,40,14,0,4,68,0,18,21,0,1065
TAMIL NADU,THIRUVALLUR,2003,25,47,14,23,3,8,279,140,20,1,24,1232,8,13,28,0,3184
TAMIL NADU,THIRUVANNAMALAI,2003,38,17,25,26,0,10,358,146,28,1,33,1185,6,8,22,0,3949
TAMIL NADU,THIRUVARUR,2003,14,38,9,11,0,5,242,70,12,0,30,891,2,9,19,0,2776
TAMIL NADU,THOOTHUGUDI,2003,76,104,21,35,3,20,550,205,64,3,40,626,5,51,54,0,5353
TAMIL NADU,TRICHY RLY.,2003,0,0,0,0,0,0,47,4,2,0,0,16,0,1,0,0,177
TAMIL NADU,TRICHY RURAL,2003,44,39,7,9,3,9,229,84,19,3,14,826,7,4,44,1,3037
TAMIL NADU,TRICHY URBAN,2003,17,11,6,14,1,5,449,10,51,2,3,86,0,41,44,0,2470
TAMIL NADU,VELLORE,2003,87,30,20,42,0,5,591,84,43,5,24,2431,6,32,17,0,7354
TAMIL NADU,VILLUPURAM,2003,77,54,39,52,2,14,412,318,23,2,38,726,6,29,62,0,6735
TAMIL NADU,VIRUDHUNAGAR,2003,53,37,27,21,2,13,498,63,61,2,25,631,3,42,62,0,4815
TAMIL NADU,TOTAL,2003,1591,1843,557,879,95,514,18213,3706,1904,63,791,30228,220,881,1555,1,157186
TRIPURA,DHALAI,2003,40,22,5,36,4,14,13,35,4,1,12,50,2,0,10,0,530
TRIPURA,NORTH,2003,40,15,36,35,8,27,54,30,5,0,10,99,3,0,75,0,719
TRIPURA,SOUTH,2003,38,20,37,18,6,12,53,81,10,2,26,143,3,0,73,0,897
TRIPURA,WEST,2003,136,30,36,57,18,16,156,128,6,0,35,242,12,0,89,0,1368
TRIPURA,TOTAL,2003,254,87,114,146,36,69,276,274,25,3,83,534,20,0,247,0,3514
UTTAR PRADESH,AGRA,2003,126,116,27,99,22,60,724,140,122,21,12,360,55,55,183,0,3438
UTTAR PRADESH,ALIGARH,2003,156,167,24,92,11,83,454,105,77,2,71,236,33,14,108,0,2325
UTTAR PRADESH,ALLAHABAD,2003,119,97,21,57,13,44,359,84,104,4,14,256,40,27,77,0,2512
UTTAR PRADESH,AMBEDKAR NAGAR,2003,12,22,7,15,0,10,59,8,13,0,3,30,10,7,16,0,406
UTTAR PRADESH,AURAIYA,2003,32,16,4,24,4,4,43,7,50,0,1,93,16,24,13,0,745
UTTAR PRADESH,AZAMGARH,2003,89,62,6,26,3,76,116,54,67,5,0,242,16,39,45,0,1404
UTTAR PRADESH,BADAUN,2003,182,137,31,73,9,47,175,28,28,1,20,205,28,89,15,0,1834
UTTAR PRADESH,BAGHPAT,2003,81,33,12,17,4,31,85,13,20,0,3,21,10,45,23,0,690
UTTAR PRADESH,BAHRAICH,2003,41,21,5,12,3,12,47,12,23,2,7,118,7,271,17,0,1144
UTTAR PRADESH,BALLIA,2003,32,36,2,5,2,7,81,40,10,2,4,65,8,25,8,0,652
UTTAR PRADESH,BALRAMPUR,2003,15,4,3,7,0,2,24,6,11,1,0,19,3,45,6,0,255
UTTAR PRADESH,BANDA,2003,49,23,10,10,0,9,49,21,52,1,4,64,13,17,10,0,746
UTTAR PRADESH,BARABANKI,2003,55,33,12,26,5,32,114,15,23,0,2,119,16,50,27,0,1033
UTTAR PRADESH,BAREILLY,2003,194,122,32,70,16,44,333,48,91,4,2,310,37,78,84,0,2545
UTTAR PRADESH,BASTI,2003,38,40,5,11,7,14,76,34,31,2,4,102,14,161,15,0,1233
UTTAR PRADESH,BIJNOR,2003,81,35,20,33,4,28,150,29,47,1,4,60,24,254,50,0,1869
UTTAR PRADESH,BULANDSHAHAR,2003,144,98,13,36,7,37,324,33,52,3,1,134,25,98,105,0,1870
UTTAR PRADESH,CHANDOLI,2003,30,16,3,5,0,7,52,3,18,0,2,56,11,14,3,0,390
UTTAR PRADESH,CHITRAKOOT DHAM,2003,30,7,10,13,0,3,15,6,1,0,2,55,6,0,7,0,299
UTTAR PRADESH,DEORIA,2003,34,43,3,14,3,14,67,63,19,2,5,106,21,9,14,0,844
UTTAR PRADESH,ETAH,2003,137,141,18,55,7,42,131,33,36,1,0,220,38,15,37,0,1555
UTTAR PRADESH,ETAWAH,2003,44,44,2,30,4,17,92,15,46,1,6,54,16,6,18,0,808
UTTAR PRADESH,FAIZABAD,2003,31,26,10,11,3,6,59,10,0,4,5,151,4,42,2,0,704
UTTAR PRADESH,FATEHGARH,2003,72,42,7,17,2,11,66,4,22,2,0,44,18,68,19,0,851
UTTAR PRADESH,FATEHPUR,2003,73,31,3,20,1,14,62,13,26,0,0,109,24,19,15,0,913
UTTAR PRADESH,FIROZABAD,2003,95,89,12,63,4,48,186,44,37,2,8,253,30,89,51,0,1715
UTTAR PRADESH,G.R.P.,2003,19,12,3,3,13,48,2487,8,40,5,0,5,0,24,0,0,3278
UTTAR PRADESH,GAUTAMBUDH NAGAR,2003,66,44,10,27,8,22,425,28,47,2,1,11,14,19,23,0,1085
UTTAR PRADESH,GHAZIABAD,2003,176,110,15,73,3,52,931,27,108,27,3,66,17,65,97,0,2627
UTTAR PRADESH,GHAZIPUR,2003,48,37,2,8,0,12,62,23,16,5,4,95,11,24,24,0,659
UTTAR PRADESH,GONDA,2003,21,22,5,10,4,11,54,27,15,1,0,50,16,215,4,0,912
UTTAR PRADESH,GORAKHPUR,2003,82,64,13,37,1,42,215,78,71,13,0,169,18,25,36,0,1690
UTTAR PRADESH,HAMIRPUR,2003,36,13,10,7,1,3,41,7,9,0,0,30,12,5,2,0,365
UTTAR PRADESH,HARDOI,2003,101,72,24,38,2,34,129,21,49,0,15,269,18,83,37,0,1446
UTTAR PRADESH,HATHRAS,2003,52,76,21,38,16,55,141,75,55,1,0,89,10,21,74,0,1387
UTTAR PRADESH,J.P.NAGAR,2003,62,28,6,20,3,22,86,22,30,1,0,44,13,121,24,0,1066
UTTAR PRADESH,JALAUN,2003,68,23,6,23,3,11,75,10,21,0,0,4,22,13,15,0,734
UTTAR PRADESH,JAUNPUR,2003,33,32,4,16,3,21,100,19,47,7,5,65,22,45,29,0,1108
UTTAR PRADESH,JHANSI,2003,54,23,4,20,1,21,123,35,25,0,0,84,8,209,5,0,1516
UTTAR PRADESH,KANNAUJ,2003,64,38,4,29,2,11,48,12,19,2,0,2,16,28,29,0,870
UTTAR PRADESH,KANPUR DEHAT,2003,37,22,6,26,5,16,107,20,9,1,5,135,22,118,19,0,1218
UTTAR PRADESH,KANPUR NAGAR,2003,187,107,24,84,7,67,830,61,117,9,7,328,43,147,94,0,3231
UTTAR PRADESH,KAUSHAMBI,2003,56,19,17,8,0,11,45,11,15,0,4,87,16,9,5,0,503
UTTAR PRADESH,KHIRI,2003,99,89,28,48,4,32,173,36,50,2,1,257,35,213,60,0,2108
UTTAR PRADESH,KUSHI NAGAR,2003,37,17,5,18,3,6,70,38,33,1,6,106,12,97,14,0,731
UTTAR PRADESH,LALITPUR,2003,12,5,5,5,0,2,23,11,8,0,0,61,5,60,3,0,344
UTTAR PRADESH,LUCKNOW,2003,176,100,38,118,10,114,1753,108,300,13,8,78,29,302,216,0,6806
UTTAR PRADESH,MAHARAJGANJ,2003,28,16,4,13,2,11,30,30,19,8,4,52,4,56,2,0,679
UTTAR PRADESH,MAHOBA,2003,32,19,2,7,0,10,38,10,14,0,3,25,9,7,3,0,386
UTTAR PRADESH,MAINPURI,2003,108,85,7,30,9,31,96,28,29,4,1,162,31,6,13,0,1073
UTTAR PRADESH,MATHURA,2003,94,103,16,36,4,46,293,56,50,1,6,66,18,36,65,0,1520
UTTAR PRADESH,MAU,2003,38,55,5,11,2,29,65,31,16,3,4,54,9,69,10,0,745
UTTAR PRADESH,MEERUT,2003,193,139,40,85,9,87,665,91,89,11,5,32,31,165,199,0,2705
UTTAR PRADESH,MIRZAPUR,2003,31,27,6,11,4,13,68,8,16,0,0,44,12,4,8,0,544
UTTAR PRADESH,MORADABAD,2003,156,86,43,63,12,51,313,39,83,4,2,40,24,158,112,0,2037
UTTAR PRADESH,MUZAFFARNAGAR,2003,186,107,32,74,9,98,346,66,28,3,0,12,29,205,73,0,2485
UTTAR PRADESH,PILIBHIT,2003,63,62,21,36,6,18,132,22,34,0,0,8,13,137,0,0,1181
UTTAR PRADESH,PRATAPGARH,2003,44,39,9,22,1,13,79,34,56,0,0,193,24,12,38,0,1001
UTTAR PRADESH,RAIBAREILLY,2003,69,48,20,27,4,19,153,25,16,0,14,237,16,102,38,0,1445
UTTAR PRADESH,RAMPUR,2003,63,49,13,24,8,15,126,20,38,1,1,46,12,7,5,0,1149
UTTAR PRADESH,SAHARANPUR,2003,82,99,17,63,2,37,230,58,129,2,0,39,10,70,77,0,1623
UTTAR PRADESH,SANT KABIRNAGAR,2003,19,12,0,5,0,6,23,19,12,2,2,72,10,43,10,0,378
UTTAR PRADESH,SHAHJAHANPUR,2003,162,118,17,65,4,39,162,12,19,10,0,126,28,63,11,0,1446
UTTAR PRADESH,SHRAWASTI,2003,15,6,3,4,0,3,18,3,6,0,0,52,4,18,5,0,237
UTTAR PRADESH,SIDHARTHNAGAR,2003,10,14,2,7,2,3,29,10,12,0,0,50,8,7,11,0,634
UTTAR PRADESH,SITAPUR,2003,129,64,47,58,1,32,287,42,23,0,10,258,50,36,37,0,1905
UTTAR PRADESH,SONBHADRA,2003,19,14,5,6,4,3,39,7,8,1,3,46,11,15,6,0,334
UTTAR PRADESH,ST.RAVIDASNAGAR,2003,18,9,2,2,1,7,42,6,7,3,0,47,5,3,9,0,285
UTTAR PRADESH,SULTANPUR,2003,62,56,18,22,2,33,151,15,36,1,1,196,19,81,38,0,1249
UTTAR PRADESH,UNNAO,2003,111,64,23,22,4,41,124,33,24,0,0,255,42,195,45,0,1887
UTTAR PRADESH,VARANASI,2003,74,48,7,18,4,28,381,41,37,21,2,131,21,71,33,0,1681
UTTAR PRADESH,TOTAL,2003,5284,3793,911,2208,317,1988,15751,2251,2911,226,297,7760,1322,4970,2626,0,95073
UTTARAKHAND,ALMORA,2003,15,5,1,1,1,9,47,6,15,0,1,53,9,4,5,0,254
UTTARAKHAND,BAGESHWAR,2003,11,4,4,0,0,8,17,1,0,0,1,0,2,0,0,0,102
UTTARAKHAND,CHAMOLI,2003,9,9,4,3,0,1,14,33,1,1,2,33,3,2,1,0,201
UTTARAKHAND,CHAMPAWAT,2003,7,6,1,3,2,2,14,3,3,1,0,13,2,0,4,0,123
UTTARAKHAND,DEHRADUN,2003,31,43,16,30,3,29,311,58,151,1,4,73,11,31,85,0,1673
UTTARAKHAND,HARIDWAR,2003,75,45,31,48,4,37,388,85,93,2,8,206,7,36,79,0,1776
UTTARAKHAND,NAINITAL,2003,31,30,9,16,2,18,190,34,18,1,2,35,12,3,30,0,875
UTTARAKHAND,PAURI GARHWAL,2003,15,15,7,14,1,13,61,26,6,0,3,80,13,0,17,0,451
UTTARAKHAND,PITHORAGARH,2003,5,9,3,2,1,5,26,14,6,0,2,10,6,0,1,0,305
UTTARAKHAND,RUDRA PRAYAG,2003,8,4,2,3,0,2,9,18,8,0,1,9,7,0,4,0,143
UTTARAKHAND,TEHRI GARHWAL,2003,9,23,6,4,0,0,31,30,10,0,2,50,6,0,10,0,317
UTTARAKHAND,UDHAMSINGH NAGAR,2003,46,41,14,40,12,33,232,58,58,2,0,118,15,20,75,0,1426
UTTARAKHAND,UTTARKASHI,2003,6,2,9,7,0,3,28,26,10,0,7,7,0,2,6,0,277
UTTARAKHAND,TOTAL,2003,268,236,107,171,26,160,1368,392,379,8,33,687,93,98,317,0,7923
WEST BENGAL,24 PARGANAS NORTH,2003,193,30,92,119,29,73,1988,243,99,14,0,0,24,3,672,0,7351
WEST BENGAL,24 PARGANAS SOUTH,2003,125,5,89,81,8,30,1034,250,65,1,7,0,47,1,822,0,6556
WEST BENGAL,ASANSOL,2003,28,5,8,11,2,9,75,37,20,1,0,100,4,1,128,0,1327
WEST BENGAL,BANKURA,2003,41,13,43,11,11,9,240,51,19,3,5,260,20,0,106,0,1341
WEST BENGAL,BIRBHUM,2003,51,13,48,35,4,16,230,174,12,3,17,59,13,0,164,0,1845
WEST BENGAL,BURDWAN,2003,98,9,61,33,8,25,370,169,48,2,10,99,26,0,301,1,3209
WEST BENGAL,COOCHBEHAR,2003,24,8,53,40,3,5,135,35,13,2,0,103,11,0,176,0,1191
WEST BENGAL,DAKSHIN DINAJPUR,2003,22,12,31,32,3,5,84,18,4,1,2,51,8,1,104,0,870
WEST BENGAL,DARJEELING,2003,54,0,24,26,2,13,465,15,16,4,4,165,3,0,58,0,1720
WEST BENGAL,HOOGHLY,2003,88,3,39,34,18,29,594,318,43,0,6,212,14,0,383,0,3031
WEST BENGAL,HOWRAH,2003,25,6,9,11,3,10,107,47,29,2,0,99,12,0,59,0,1113
WEST BENGAL,HOWRAH CITY,2003,18,5,6,12,5,21,275,29,63,2,1,101,5,1,65,0,1417
WEST BENGAL,HOWRAH G.R.P.,2003,11,3,0,3,2,8,292,13,3,2,0,17,0,0,1,0,467
WEST BENGAL,JALPAIGURI,2003,108,32,60,29,7,22,474,59,6,1,2,197,4,1,164,0,2301
WEST BENGAL,KHARAGPUR G.R.P.,2003,2,1,0,0,6,6,108,3,2,0,0,6,0,0,0,0,165
WEST BENGAL,KOLKATA,2003,52,123,36,108,33,173,3684,200,990,95,0,1225,16,57,222,0,10714
WEST BENGAL,MALDA,2003,48,49,57,24,5,18,247,46,12,10,0,72,4,1,99,0,1747
WEST BENGAL,MURSHIDABAD,2003,116,16,106,91,7,20,391,180,13,8,0,418,17,0,408,0,3467
WEST BENGAL,NADIA,2003,93,0,108,59,16,14,658,193,0,0,12,635,23,2,299,0,3520
WEST BENGAL,PASCHIM MIDNAPUR,2003,77,58,50,45,30,36,358,245,35,2,11,68,18,2,338,0,2956
WEST BENGAL,PURAB MIDNAPUR,2003,43,0,33,52,2,15,143,188,0,0,4,1,37,0,233,0,1966
WEST BENGAL,PURULIA,2003,46,0,25,16,6,21,147,36,27,0,0,0,8,0,82,0,1089
WEST BENGAL,SEALDAH G.R.P.,2003,22,3,0,3,1,11,207,2,6,0,0,14,1,0,0,0,337
WEST BENGAL,SILIGURI G.R.P.,2003,6,0,0,2,1,3,89,7,1,0,0,0,0,0,0,0,147
WEST BENGAL,UTTAR DINAJPUR,2003,34,6,24,25,5,6,218,38,8,0,6,270,14,1,64,0,1327
WEST BENGAL,TOTAL,2003,1425,400,1002,902,217,598,12613,2596,1534,153,87,4172,329,71,4948,1,61174
A & N ISLANDS,ANDAMAN,2003,16,4,2,2,1,7,58,19,13,0,7,107,0,2,7,0,611
A & N ISLANDS,NICOBAR,2003,5,0,0,0,1,0,2,0,0,0,1,3,0,0,0,0,33
A & N ISLANDS,TOTAL,2003,21,4,2,2,2,7,60,19,13,0,8,110,0,2,7,0,644
CHANDIGARH,CHANDIGARH,2003,21,15,18,32,3,12,1238,46,209,2,4,71,1,4,93,0,2806
CHANDIGARH,TOTAL,2003,21,15,18,32,3,12,1238,46,209,2,4,71,1,4,93,0,2806
D & N HAVELI,D and N HAVELI,2003,11,5,1,7,4,6,61,17,13,2,4,22,0,0,2,0,338
D & N HAVELI,TOTAL,2003,11,5,1,7,4,6,61,17,13,2,4,22,0,0,2,0,338
DAMAN & DIU,DAMAN,2003,6,3,4,1,4,1,44,29,8,3,1,14,0,0,0,0,240
DAMAN & DIU,DIU,2003,0,0,1,0,0,0,2,2,0,3,0,0,1,0,0,0,29
DAMAN & DIU,TOTAL,2003,6,3,5,1,4,1,46,31,8,6,1,14,1,0,0,0,269
DELHI UT,CENTRAL,2003,29,20,20,63,2,14,1187,0,141,4,4,135,4,10,49,0,2998
DELHI UT,DELHI UT TOTAL,2003,485,407,490,1156,28,441,15544,80,2079,43,60,1708,130,105,1211,0,47404
DELHI UT,EAST,2003,44,38,37,158,4,39,1757,9,121,2,3,231,15,8,190,0,4331
DELHI UT,G.R.P.(RLY),2003,8,4,0,6,0,14,1015,2,20,0,4,10,3,0,0,0,1168
DELHI UT,I.G.I. AIRPORT,2003,2,2,0,2,0,4,74,3,491,1,0,7,0,1,0,0,668
DELHI UT,NEW DELHI,2003,7,5,8,24,1,16,863,4,232,15,3,38,1,8,13,0,2177
DELHI UT,NORTH,2003,32,23,34,63,1,35,923,7,147,6,9,155,4,8,55,0,3391
DELHI UT,NORTH EAST,2003,54,64,53,182,4,56,796,4,92,6,0,222,20,5,128,0,3125
DELHI UT,NORTH WEST,2003,106,101,128,301,6,93,2191,7,162,3,10,305,27,14,290,0,8782
DELHI UT,S.T.F.,2003,0,2,0,0,0,0,0,0,43,3,0,0,0,0,0,0,68
DELHI UT,SOUTH,2003,86,52,83,134,4,57,3307,19,334,1,8,220,24,21,199,0,8440
DELHI UT,SOUTH WEST,2003,45,45,57,118,3,60,1396,21,157,0,12,148,22,26,119,0,5179
DELHI UT,WEST,2003,72,51,70,105,3,53,2035,4,139,2,7,237,10,4,168,0,7077
LAKSHADWEEP,LAKSHADWEEP,2003,0,0,2,0,0,0,8,4,0,0,2,1,0,0,1,0,31
LAKSHADWEEP,TOTAL,2003,0,0,2,0,0,0,8,4,0,0,2,1,0,0,1,0,31
PUDUCHERRY,PONDICHERRY,2003,29,32,2,18,2,11,567,159,32,1,18,1053,1,27,4,0,4517
PUDUCHERRY,TOTAL,2003,29,32,2,18,2,11,567,159,32,1,18,1053,1,27,4,0,4517
ANDHRA PRADESH,ADILABAD,2004,113,83,50,48,4,9,256,88,152,5,30,1266,14,71,296,0,5011
ANDHRA PRADESH,ANANTAPUR,2004,152,79,20,51,8,35,442,143,119,2,51,1142,11,50,147,0,4296
ANDHRA PRADESH,CHITTOOR,2004,105,52,28,69,8,17,1055,82,267,3,30,1065,22,197,234,0,6960
ANDHRA PRADESH,CUDDAPAH,2004,96,58,14,39,3,5,275,74,120,1,37,1153,7,49,120,0,4107
ANDHRA PRADESH,CYBERABAD,2004,145,74,40,69,12,43,1697,32,647,6,21,2922,43,85,517,0,9911
ANDHRA PRADESH,EAST GODAVARI,2004,96,101,31,47,3,17,1106,105,251,12,23,3023,13,105,293,0,7741
ANDHRA PRADESH,GUNTAKAL RLY.,2004,8,1,0,0,1,1,177,0,2,5,0,7,0,0,0,0,338
ANDHRA PRADESH,GUNTUR,2004,163,96,46,88,5,36,1479,133,405,9,58,1714,32,104,397,0,8544
ANDHRA PRADESH,HYDERABAD CITY,2004,121,135,56,136,11,71,5735,141,2160,19,37,4837,29,206,1142,2,18868
ANDHRA PRADESH,KARIMNAGAR,2004,123,93,85,124,7,25,540,184,444,12,64,2902,61,155,717,0,8048
ANDHRA PRADESH,KHAMMAM,2004,108,52,43,70,6,23,482,122,166,0,45,1136,18,310,400,0,5928
ANDHRA PRADESH,KRISHNA,2004,60,57,33,28,4,13,732,53,162,8,31,2070,13,108,362,0,5377
ANDHRA PRADESH,KURNOOL,2004,112,96,29,46,5,15,328,125,221,6,48,1271,6,157,230,0,5372
ANDHRA PRADESH,MAHABOOBNAGAR,2004,183,87,56,63,15,36,479,171,109,7,40,902,21,10,251,0,4545
ANDHRA PRADESH,MEDAK,2004,127,36,52,49,10,19,505,53,139,11,55,1888,41,54,229,0,4789
ANDHRA PRADESH,NALGONDA,2004,118,59,46,72,4,26,401,115,156,5,69,1368,34,66,272,0,6009
ANDHRA PRADESH,NELLORE,2004,94,248,107,72,49,40,873,263,307,2,62,1919,11,88,142,0,7047
ANDHRA PRADESH,NIZAMABAD,2004,96,54,24,56,14,29,360,81,174,3,40,1856,17,46,339,0,4804
ANDHRA PRADESH,PRAKASHAM,2004,103,93,19,44,8,22,298,45,116,3,27,1473,6,24,146,0,3881
ANDHRA PRADESH,RANGA REDDY,2004,73,39,25,26,0,11,205,42,41,1,60,883,17,15,136,0,2240
ANDHRA PRADESH,SECUNDERABAD RLY.,2004,8,4,0,0,0,0,367,2,2,28,0,10,2,0,2,0,465
ANDHRA PRADESH,SRIKAKULAM,2004,26,30,15,15,2,3,196,26,79,1,5,699,14,11,165,0,2821
ANDHRA PRADESH,VIJAYAWADA,2004,46,43,19,76,4,29,2272,12,531,6,17,2218,10,196,678,0,7659
ANDHRA PRADESH,VIJAYAWADA RLY.,2004,1,1,0,0,0,1,288,7,3,3,0,10,0,0,1,0,359
ANDHRA PRADESH,VISAKHA RURAL,2004,50,18,18,12,2,6,184,62,64,1,17,1124,3,30,94,0,2903
ANDHRA PRADESH,VISAKHAPATNAM,2004,27,27,12,27,1,12,733,3,280,2,8,374,1,43,243,0,3182
ANDHRA PRADESH,VIZIANAGARAM,2004,42,17,14,8,4,8,196,15,62,0,0,403,6,26,155,0,2464
ANDHRA PRADESH,WARANGAL,2004,111,67,53,125,9,31,670,304,400,6,0,1902,43,0,162,0,7717
ANDHRA PRADESH,WEST GODAVARI,2004,72,108,81,66,0,13,1247,57,349,8,40,1798,17,104,518,0,7370
ANDHRA PRADESH,TOTAL,2004,2579,1908,1016,1526,199,596,23578,2540,7928,175,915,43335,512,2310,8388,2,158756
ARUNACHAL PRADESH,CHANGLANG,2004,8,3,9,7,7,1,27,6,0,0,1,22,0,0,1,0,162
ARUNACHAL PRADESH,DIBANG VALLEY,2004,1,10,3,3,1,3,15,12,3,0,1,30,0,0,0,0,112
ARUNACHAL PRADESH,K/KUMEY,2004,5,0,0,1,2,0,2,1,1,0,0,11,0,0,0,0,39
ARUNACHAL PRADESH,KAMENG EAST,2004,4,1,0,2,0,0,11,4,2,0,0,34,0,0,0,0,100
ARUNACHAL PRADESH,KAMENG WEST,2004,3,0,2,4,1,4,24,1,2,0,0,23,0,0,0,0,104
ARUNACHAL PRADESH,LOHIT,2004,10,2,5,7,5,4,23,1,3,0,1,37,0,0,0,0,180
ARUNACHAL PRADESH,PAPUM PARE,2004,7,4,4,8,6,7,132,1,9,0,1,66,0,0,0,0,440
ARUNACHAL PRADESH,SIANG EAST,2004,1,2,11,14,4,5,41,14,7,0,4,66,0,0,1,0,292
ARUNACHAL PRADESH,SIANG UPPER,2004,1,4,1,0,0,0,10,0,0,0,1,5,0,0,0,0,51
ARUNACHAL PRADESH,SIANG WEST,2004,3,8,6,10,3,6,44,21,5,1,8,54,0,0,0,0,329
ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,8,2,0,1,0,5,7,1,2,0,0,13,0,0,0,0,95
ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,10,6,0,4,0,8,18,1,0,0,2,36,0,0,1,0,138
ARUNACHAL PRADESH,TAWANG,2004,0,2,0,0,0,0,11,2,0,0,0,16,0,0,1,0,75
ARUNACHAL PRADESH,TIRAP,2004,3,1,1,4,1,2,21,0,0,0,0,14,0,0,0,0,122
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2004,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,17
ARUNACHAL PRADESH,TOTAL,2004,67,45,42,65,30,45,388,65,34,1,19,429,0,0,4,0,2256
ASSAM,BARPETA,2004,48,6,50,74,21,28,238,241,42,6,12,185,8,4,102,0,1543
ASSAM,BONGAIGAON,2004,36,2,41,52,10,10,136,91,17,1,3,229,3,0,23,0,1142
ASSAM,C.I.D.,2004,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,22
ASSAM,CACHAR,2004,46,30,46,112,21,15,411,388,66,3,42,196,4,0,256,0,3518
ASSAM,DARRANG,2004,69,16,55,59,33,31,262,93,21,0,29,364,7,0,38,0,1653
ASSAM,DHEMAJI,2004,17,17,53,53,2,5,125,24,24,3,8,211,0,0,74,0,838
ASSAM,DHUBRI,2004,53,15,79,75,21,11,136,546,43,2,23,324,9,1,183,0,2160
ASSAM,DIBRUGARH,2004,125,19,58,88,7,14,350,62,24,5,22,478,4,0,63,0,2074
